Name,Age,Investment_Amount,Tenure,Risk_Tolerance,Investment_Type,Return_Amount,Return_Percentage
Jeffrey Rowe,49,993342,22,High,FD,1.1789603526731534e+16,187.03
James Solis MD,43,678237,4,Moderate,Equity,3503692.58,50.76
Lori Walsh,51,252976,8,High,Stocks,340940067.03,146.15
John Clarke,63,162852,18,Low,FD,29028481002.04,95.76
Catherine Finley,33,566564,8,High,Equity,178797141.2,105.3
Michelle Jimenez,49,117182,6,Moderate,Gold,1857257.4,58.49
Sherri Moore,64,352109,1,Moderate,Stocks,481755.53,36.82
Michael Gonzalez,53,151053,4,Moderate,Stocks,841240.94,53.62
Joel Flores,43,332548,25,Moderate,FD,1920033722790458.0,145.73
Debbie Lowery,29,555843,2,Moderate,Equity,1040522.11,36.82
Melissa Gutierrez,26,892871,3,Low,Gold,2184129.31,34.74
Regina Howard,43,421149,14,Low,Equity,4710427555.5,94.62
Andrea Zavala,30,214183,20,Moderate,Gold,13858486244180.56,145.78
Brian Davis,55,63616,2,Low,FD,87770.05,17.46
Scott Li,25,714481,21,Low,Gold,1769454363649.74,101.59
Stephen Luna,25,561548,13,Low,Stocks,2322991478.68,89.76
Christine Holland,39,93128,19,High,FD,145430971894162.5,204.7
Anne Salinas,23,938798,24,Moderate,Equity,2053800146321019.8,145.0
Jamie Potts,37,434957,28,Low,Stocks,193735821394974.06,103.65
Michael Smith,21,867961,18,Low,FD,37882789304.16,81.04
Jessica Johnson,48,468908,14,High,FD,11350601165436.04,236.84
Derek Ramirez,40,63156,20,Moderate,FD,787090358811.71,126.35
Todd Haynes,39,753593,30,Low,Gold,34588412278649.2,80.05
Daniel Winters,47,728854,19,Moderate,Stocks,9799658315687.15,137.24
Jessica Stewart,20,362175,13,Low,Gold,4373574312.78,106.06
Heather Rodriguez,42,809984,23,Moderate,FD,68165673959433.23,121.09
Billy Rodriguez,30,76272,29,High,Stocks,1.5205005582803581e+18,187.48
Jessica Yang,50,118596,21,High,Stocks,350860673410474.5,182.49
Edward Davis,58,818100,29,Moderate,Stocks,2.0392845355634104e+16,128.3
Natasha Merritt,50,352396,12,Low,Stocks,1120251476.34,95.82
Christopher Richardson,53,269882,21,Moderate,FD,44410128956063.27,146.18
Tamara Jacobs,38,379659,6,High,FD,8147179.76,66.7
Amanda Lee,64,467338,2,Moderate,FD,952187.51,42.74
Tammy Silva,24,121037,22,High,Stocks,1.2647402614108706e+16,216.86
Edward Carroll,29,351031,19,Low,FD,224442670810.47,102.1
Edward Robinson DVM,41,367474,19,Low,FD,375182076761.9,107.14
Emily Torres,55,884094,15,Moderate,FD,167391278892.06,124.81
Zachary Anderson,60,803787,2,High,FD,1887492.63,53.24
Christopher Peck,34,134925,25,Moderate,Gold,129768915787674.27,128.73
Tanya Turner,41,823413,30,Moderate,FD,4.735980299098859e+17,146.6
Tonya Jackson,31,381230,19,Moderate,Stocks,3518980045743.65,132.59
Sharon Burke,51,175903,9,Moderate,Stocks,89940824.77,99.97
Jack Johnson,51,322721,19,Moderate,Equity,2875992395478.4,132.16
Anthony Mcdaniel,44,536454,12,High,Stocks,401140683452.65,208.66
Richard Coleman,60,638289,16,High,Stocks,79116287819324.75,220.5
Stanley Gonzalez,49,21939,10,Low,Stocks,2182944.87,58.41
Brandy West,35,479293,1,High,Equity,676522.07,41.15
Sean Barton,65,790401,28,High,Gold,9.591497135720786e+17,170.13
Tammy Lee,34,636163,25,High,FD,3.850298267715101e+17,195.99
Taylor Thomas,39,287085,24,High,FD,2494052128857006.0,159.49
Abigail Keith,31,293840,21,Low,Gold,150915999903.32,87.04
Lisa Ingram,33,610873,14,High,FD,4147243794323.68,207.6
Destiny Garcia,31,781364,26,Moderate,FD,6419159720807067.0,140.62
Kevin Washington,49,447308,11,Moderate,FD,10427765080.36,149.49
Richard Waller,48,442282,2,High,FD,849376.77,38.58
Paul Adams,37,824240,4,Moderate,Stocks,1663462.31,19.19
Joshua Stevenson,53,717858,6,High,Stocks,34645380.38,90.81
Rachel Graham,50,926846,19,Moderate,Stocks,3766296920228.04,122.76
Kristen Hogan,48,776972,22,Moderate,Stocks,226181824974707.8,142.51
Karen Moore,44,88126,16,High,Equity,6801754353528.73,211.15
Victor Stevenson,43,407897,22,High,Stocks,3044034150685211.5,181.04
Amanda White,21,16333,24,Low,Gold,51940230315.3,86.61
Courtney Soto,30,765788,21,Moderate,Gold,66034892968177.52,138.72
Brandy Yoder,33,607088,4,High,Equity,3539516.29,55.39
Justin Lawson,37,938011,21,Moderate,Gold,194415443387446.66,148.9
Curtis Pena MD,29,533508,24,Moderate,Equity,266572601725920.3,130.38
Sandra Haas,34,410893,19,Low,FD,48826250767.56,84.97
Larry Jacobs,58,362364,9,Moderate,Equity,18485497.67,54.79
Michael Anderson,46,373925,11,Low,Gold,856706190.1,102.05
Christopher Lane,29,884842,3,Moderate,Stocks,1356999.32,15.32
Brandon Moran,31,437386,13,High,Gold,696126812939.23,199.96
Cheryl Baker,49,389042,27,Low,Gold,148038788608266.22,107.87
Mary Myers,31,977595,12,Low,FD,3736509712.94,98.85
Kayla Davis,58,87227,12,High,Gold,23048389918.22,183.03
Margaret Spencer,26,926547,1,Low,Equity,1054873.76,13.85
Andrew Miller PhD,27,392414,22,Low,Gold,4612079254740.62,109.59
Rebecca Lopez,64,457549,19,High,Gold,132851859055067.89,178.88
Jessica Wilson,42,43068,16,Low,Equity,1415897967.42,91.56
Brian Wilson,51,522311,29,High,Equity,6.814750226842742e+19,206.72
Nancy Klein,30,99095,29,Moderate,Gold,1110178624070358.4,122.09
Walter Hood,27,938742,10,Moderate,Gold,2082049105.82,116.07
Shannon Santos,57,50590,5,Moderate,Equity,190671.64,30.39
Dawn Smith,23,465993,10,High,Equity,929508286.21,113.79
Cynthia White,48,344303,21,Moderate,Equity,47613719362117.05,144.15
Jacob Shaffer,26,865440,8,Low,Stocks,22133006.83,49.96
Robert Mitchell,42,153423,23,Low,FD,170000304629.28,83.15
Sarah Blair,22,492761,30,High,FD,2.4914124917352825e+21,233.78
Patricia Sanchez,55,451482,30,High,Gold,3.540758770507176e+21,238.7
Richard Taylor,20,343662,27,Moderate,Equity,971833890111731.0,123.9
Brittany Garcia,63,326785,30,Low,Equity,70698809947711.83,89.6
Jonathan Booker,28,812327,8,Moderate,Gold,417875115.65,118.23
Casey Hunt,41,518025,27,High,Stocks,5.077722976616727e+17,178.05
Erica Bailey,61,226172,3,Moderate,Stocks,351299.09,15.81
Noah Howard,28,74180,13,Low,Stocks,488197197.18,96.66
Anthony Figueroa,51,479749,10,Low,Equity,41134704.51,56.07
Anthony Morales,18,617510,24,High,Gold,2.1271790233728416e+16,174.82
Robert Li,50,524708,8,High,Gold,111327603.05,95.36
Derrick James,29,91575,23,High,Equity,3.883959162759012e+16,220.29
Dr. Matthew Jefferson,32,341912,22,High,Gold,1748093470531485.8,176.25
Tyler Henderson,51,843448,10,Moderate,Gold,342671367.25,82.34
Jacob Ortiz,57,222675,5,Moderate,Stocks,964200.91,34.06
Andrea Atkinson,30,310400,28,High,Equity,1.0223078006903431e+19,203.93
Leslie Hernandez,55,349695,11,High,Gold,13349148972.72,160.93
Tanya Baker,43,388150,12,Low,Equity,631144130.37,85.18
Kenneth Watson,18,27426,6,Low,Gold,650400.23,69.5
Dean James PhD,30,629032,18,Moderate,FD,988333147418.29,120.92
James Hernandez,18,822228,5,High,Stocks,9151551.71,61.92
Todd Johnson,61,786988,17,Moderate,Equity,3499173587954.05,146.07
Angela Taylor,53,564013,3,Moderate,Gold,1569643.24,40.66
Michelle Holland,47,185693,28,Low,Gold,9149031208852.75,88.25
Andrew Ochoa,42,440041,16,High,Gold,116234535034142.48,236.02
Lisa Gonzalez,54,647450,27,High,Equity,5.207162450291555e+17,176.02
Steven Harris,29,582648,23,Low,Stocks,3181069449867.31,96.3
Mrs. Karen Mitchell,57,954161,29,Moderate,Gold,2.502306102202966e+16,128.7
Vanessa Macias,44,631484,4,High,Stocks,4333244.22,61.85
Jessica Barnett,65,595517,24,Low,Gold,8081372034005.64,98.24
David Keller,60,763407,30,Low,FD,603583876969411.4,97.97
Jordan Bowers,32,166390,10,Moderate,Equity,31923021.21,69.16
Elizabeth Davis,26,140488,10,High,Stocks,884820925.58,139.84
Sara Calderon,55,355441,22,Moderate,Equity,14418018420436.41,121.73
Jason Schmidt,50,56134,4,Low,Equity,108831.35,18.0
Michael Hill,43,66952,28,Low,Stocks,62053798006799.68,109.05
Margaret Hernandez,19,711827,6,Low,FD,14390226.48,65.05
Troy Owens,46,495690,12,Low,Stocks,590085777.27,80.43
Amanda Green,54,299820,20,Moderate,Stocks,9991632257607.6,137.76
Michael Medina,20,440973,15,Moderate,Gold,171921864511.27,135.9
Rachel Bradley,47,310832,9,High,Stocks,49700564.49,75.74
Robert Franco,26,534964,3,Moderate,FD,1666249.49,46.04
Julie Hoffman,34,632228,10,Low,Equity,25127729.88,44.52
Bruce Barrett,43,19375,30,Low,Equity,3757423539666.32,88.91
Megan Bass,42,817610,14,High,Stocks,1360022062938.83,178.2
Robert Martinez,18,716837,4,High,Stocks,2210783.03,32.52
Susan Perez,53,489604,11,High,FD,97221668898.73,203.13
Megan Hodges,60,427362,11,Moderate,Stocks,5456004617.24,136.2
Rebecca Dorsey,24,982745,7,High,Equity,146138884.48,104.33
Stephanie Romero,64,680026,18,Moderate,Stocks,5261972947068.29,141.38
Virginia Gutierrez DDS,26,736594,27,Moderate,Stocks,3.1928396132420096e+16,147.72
David Terry,54,905784,15,Moderate,Equity,364764268992.59,136.41
Joe Miller,62,699214,6,Low,FD,6131076.78,43.6
Connor Nelson,29,753097,10,Low,Gold,65195444.74,56.22
Lisa Marks,46,636426,26,Low,FD,10524060488644.99,89.51
Brian Ashley,42,353728,29,High,Gold,4.912041418170339e+19,207.38
Ryan Gonzales,61,77812,28,Moderate,Stocks,9994432564920640.0,149.31
Christopher Logan,65,27686,27,Low,Stocks,262422413353.21,81.3
Michelle Erickson,19,508423,23,High,Equity,3.829952905284233e+17,228.39
Meredith Sloan,49,905033,19,High,Stocks,6411045310696997.0,229.94
Laura Ramirez,43,158314,24,High,Gold,4.188296088768539e+17,229.31
Kendra Roberts,34,217766,16,High,Gold,1650600768973.83,169.14
Mariah Martinez,26,206679,4,High,Gold,852706.56,42.52
Lindsey Coleman,54,803536,29,High,FD,2.6648287075387744e+19,192.57
Lynn Farmer,30,416127,5,High,Equity,2397451.88,41.94
Christopher Greene,63,731809,27,Low,FD,67309058657191.84,97.22
Michael Morgan,30,256436,29,Moderate,Gold,2.0724031160848344e+16,137.75
Timothy Wilson,64,537527,30,Moderate,Stocks,1.2499855956482542e+16,121.59
Dylan Ellis,61,991996,7,Moderate,Equity,71890494.54,84.39
Linda Barr,40,377873,14,Moderate,Gold,44884925438.36,130.4
Cole Bailey,54,255865,22,Low,Stocks,1302734607224.56,101.77
Keith Miller,40,480258,17,Moderate,Equity,331966809025.75,120.55
Jacob Jones,47,864188,16,Low,Equity,70856661400.44,102.82
Miranda Kerr,18,603458,30,Moderate,Stocks,2.0672654482017812e+16,124.47
Grace Morgan,46,558875,19,Low,Stocks,110679549824.6,90.01
Warren Torres,60,277065,8,High,Equity,182505904.39,125.08
Austin Steele,18,26420,23,Moderate,Equity,7846389457181.63,133.55
Jeffrey Chambers,63,570649,6,High,Equity,13494510.17,69.42
Kimberly Gonzalez,33,319915,7,Moderate,Equity,21787261.66,82.76
Jeremy Bennett,60,935155,22,Low,Gold,999573793342.1,87.95
Megan May,47,163827,24,Moderate,Stocks,38908854214566.83,123.35
Michael Bruce,54,322460,26,Low,Equity,47141981958419.48,106.08
Kimberly Wilson,30,12280,5,Low,Equity,31107.98,20.43
Bridget Garza,31,415753,4,Moderate,Equity,3088292.75,65.09
Nicole Meyers,55,351600,21,Low,Stocks,1385755764207.61,106.1
Priscilla Martinez,21,703470,7,High,Equity,162972728.62,117.69
Michelle Drake,24,388615,20,High,Gold,3627355938558056.5,215.14
Robert Kelly,35,24023,20,Moderate,Gold,183052351902.18,120.85
Monica Frost,63,146593,28,Moderate,Equity,1461501062335446.0,127.56
Nicholas Williams,49,888185,18,Moderate,Gold,11120173736940.16,147.92
April Davis,44,87895,19,High,Equity,21835116336680.77,176.6
Shelley Swanson,59,749580,30,Low,FD,489340478085424.94,96.71
Joshua Hobbs,52,55068,4,High,Stocks,426268.74,66.8
John Ortega,36,967837,1,High,Stocks,1605254.45,65.86
Jane Perez,64,452635,25,High,Stocks,1.1342055804933164e+16,160.59
Robert Garcia,44,23492,16,Low,FD,2482099116.62,106.06
Deborah Skinner,20,416774,17,Moderate,Stocks,454322089539.56,126.54
Andrea Evans,18,256274,21,Moderate,Gold,18519895966418.14,136.72
Brian Williams,54,923429,18,High,Stocks,422118751016151.7,202.77
Martin Rodriguez,33,564139,4,Moderate,Equity,2739724.74,48.45
Jeffrey Jordan,32,993188,10,High,Gold,1459055663.28,107.35
Jacqueline Anderson,18,724968,19,High,Stocks,215868508693050.94,179.25
Elizabeth Hill,22,923945,16,Low,Gold,63829147809.97,100.66
Thomas Gilbert,49,965813,20,High,FD,2.226052660171854e+16,229.71
Franklin Wilson,49,87700,23,Moderate,Equity,8428535162664.76,122.37
Christine Owens,45,845899,25,High,Equity,7.728730289124013e+16,174.43
Michael Bowen,57,531006,18,High,FD,47320181607567.71,176.48
Michael Jones,58,557699,16,Moderate,Stocks,214496157092.47,123.39
Sean Jones,22,472600,18,Moderate,FD,717543782707.44,120.5
Monica Patterson,41,818805,18,High,Gold,935121937331051.1,218.57
Thomas West,64,133644,21,Low,Equity,277926892238.16,99.92
Jacob Hernandez,34,970205,28,Moderate,Stocks,1.2119343315052114e+16,129.4
Kelly Lee,49,888985,13,Low,Equity,3400439558.49,88.62
Frank Simpson,40,194996,6,Low,FD,3046363.58,58.11
Terry Lang,24,504052,10,Low,Equity,22503295.0,46.21
Kaitlyn Mcconnell,21,954057,26,High,Stocks,3.1487331666445108e+16,153.84
Tammy Steele,44,803046,3,Low,Gold,1082613.62,10.47
Lisa Reyes PhD,21,671874,10,High,Gold,80847822.75,61.45
Carrie Mitchell,21,627385,5,Moderate,Stocks,1674892.83,21.7
Alexander Perez,21,893236,30,Low,Equity,183118107253260.84,89.26
Miss Lisa Griffin DVM,42,742518,27,Low,Stocks,11793971991746.13,84.8
Mark Phelps,65,839975,2,High,FD,1808933.41,46.75
Alexis Campbell,37,419742,25,Moderate,Gold,2920336147792099.0,147.57
Joseph Warren,64,275897,18,Moderate,Equity,723090896076.19,127.29
Russell Liu,63,413690,27,High,FD,3.8104130541743763e+17,177.41
Heather Taylor,31,354299,27,Moderate,Stocks,2673897393901637.5,132.19
Paul Walker,35,988198,10,High,Gold,4941561114.31,134.37
Daniel Wilkinson,63,914181,19,Low,FD,84848279994.81,82.58
Nicole Thomas,51,784023,12,Low,Equity,4578628926.62,106.0
Michael Smith,42,530146,19,Moderate,FD,12366272155716.28,144.22
Carol Mason,20,861423,29,High,FD,1.715974112911273e+18,165.53
Jonathan Montgomery,19,917897,4,Low,FD,2114641.65,23.2
Dustin Ellis,46,21807,25,Moderate,Gold,35062109322784.75,133.48
Christina Cole,33,337536,24,Low,Gold,5429797686887.78,99.65
Derek Brown,38,836462,17,Moderate,FD,1008731955018.62,127.89
Carolyn Pierce,39,513515,10,Low,Stocks,16711887.7,41.66
Lauren Rivera,44,790886,16,Moderate,Gold,762177345762.93,136.59
Kristin Mckinney,62,797362,22,High,FD,6965985817574513.0,183.06
Justin Simmons,60,932082,28,Low,Gold,949924311643016.4,109.76
Samuel Dickson,24,889599,6,Low,Gold,7658159.8,43.16
Susan Caldwell,33,682009,18,Low,FD,137577036020.6,97.11
Sergio Barron,62,956817,28,Low,Equity,55249806992834.82,89.32
Douglas Williams III,41,535129,2,High,Gold,748400.79,18.26
Nancy Matthews,54,165150,22,Low,Stocks,121274829254.45,84.77
Martin Miller,60,821132,28,Moderate,FD,2.5639280851555704e+16,137.03
Brandon Harris,28,982607,27,Moderate,Stocks,7245193785264529.0,131.99
Jose Johnson,29,718494,28,High,FD,2.2506845620598256e+20,229.39
Mr. Richard Blanchard,34,619572,11,Moderate,FD,7591699680.8,135.32
Jaime Kramer,41,774937,20,Moderate,FD,5648350926324.54,120.36
Alan Fuentes,59,724452,26,Low,Equity,12585623219499.71,89.87
Michael Jenkins,27,752022,25,Moderate,Stocks,2760981279313446.5,141.32
Tyler Guerra MD,29,289662,27,Moderate,FD,671655994714109.4,122.26
Gloria Romero,29,477078,24,Low,Stocks,17006384142840.44,106.38
Alex Barnett,60,337797,26,Moderate,Stocks,702815794852834.0,128.24
Christina Aguirre,65,432493,12,Low,Equity,3051144488.85,109.27
Patricia Brown,65,801829,8,Low,FD,16708895.2,46.17
Megan Zavala,48,564443,21,Low,Equity,137610607868.93,80.52
Nicholas Wright,60,415433,23,High,Gold,1.64060082824943e+16,188.88
Jermaine Black,39,448424,8,Low,Stocks,43512518.53,77.16
Bobby Johnson,34,392586,3,High,Equity,1722189.14,63.7
Logan Vega MD,53,583347,28,High,Stocks,4.757474560285336e+18,189.15
Richard Reid,28,103912,5,Low,Gold,527078.63,38.37
Laura Kemp,65,793880,1,High,Gold,1412868.24,77.97
Rachel Greene,29,895139,28,Moderate,Stocks,8.389786955799251e+16,146.52
Dr. Jade Chandler MD,36,979177,27,Low,Gold,83864646661890.02,96.7
Emma Adams,47,505044,16,Low,Equity,19833672945.24,93.7
Danielle Brown,19,219809,11,Moderate,FD,4859560393.76,148.29
Anthony Moore,26,841575,7,Low,Gold,19083823.89,56.19
Amanda Matthews,65,714863,2,Moderate,FD,1959921.04,65.58
Ashlee Ball,60,281367,24,High,Stocks,6440949533700086.0,170.18
Ashley Garcia,23,913267,16,Low,Equity,41145636895.15,95.37
Wendy Lopez,55,604491,3,Moderate,Equity,1821975.27,44.45
Wesley Clark,53,55904,2,Low,Gold,95235.09,30.52
Jennifer Rodriguez,59,891783,19,Moderate,Stocks,4873119508516.64,126.26
Kelly Montoya,49,574148,13,Moderate,Equity,42568129188.17,136.93
William Rose,27,878430,17,High,FD,128588337201457.98,202.22
Rachel Nelson,58,823369,10,High,Stocks,128708081.04,65.73
Whitney Washington,32,92007,2,Moderate,Equity,250337.27,64.95
Tyler Gonzales,29,785968,17,High,Stocks,60053802406947.54,190.88
Rodney Gordon,19,71437,10,High,Gold,416749657.38,138.01
Tamara Turner,45,305148,24,Moderate,Gold,203542297705314.22,133.17
Lori Roberts,45,412948,2,High,FD,616648.64,22.2
Kent Beck,25,724056,3,Low,Stocks,1598472.52,30.21
Kimberly Gilmore,55,85979,19,Moderate,FD,540282261675.18,127.93
Laurie Cabrera,35,564048,26,Low,FD,5470072250728.55,85.66
Jacqueline Cox,25,118723,15,Low,FD,2572398372.3,94.56
David Paul,25,686216,28,Moderate,FD,3400987393165430.5,121.95
Shawn Bradley,56,180705,7,Moderate,FD,36863576.67,113.77
Taylor Mcdonald,58,712441,7,Low,Equity,13950676.68,52.95
Nicole Carter,58,338813,22,High,Equity,362463282226773.2,157.29
Jennifer Nguyen,54,332199,30,High,Gold,2.438074414172499e+19,189.86
Jessica Barnes,33,407440,27,Low,FD,16833372611098.48,91.46
Amy Sanders,35,146378,29,High,FD,8.363645192505331e+18,198.11
Brandy Joseph,28,272857,1,Moderate,Equity,375396.66,37.58
Christopher Campbell,49,276698,17,Moderate,Equity,184733961473.99,120.1
Victoria Roberts,28,417797,8,Low,Equity,16185359.83,57.95
Jennifer Ingram,51,705935,20,High,Equity,6436227635310241.0,214.77
Denise Kramer,35,531536,17,Low,FD,28180743670.91,89.63
Joseph Chambers,54,559909,25,Moderate,FD,306799422708468.2,123.64
Gregory Garcia,32,959637,25,High,Gold,8.872349446319288e+16,174.56
Eric Barnes,37,129188,5,Low,FD,479297.14,29.98
Krista Randall,52,276623,10,Low,Stocks,9967542.69,43.11
Breanna Sullivan,28,386897,30,Moderate,Equity,7.331311512202498e+16,137.64
Stuart Perez,21,336468,24,Low,Gold,768074752275.11,84.05
Latasha Rodriguez,41,183720,29,High,FD,4.4915883594479355e+18,189.51
Jennifer Martinez,42,286639,8,Low,Stocks,9262722.72,54.41
Taylor Guerra,50,389003,13,High,Equity,162105202261.14,170.58
Nicholas Johnson,65,376794,13,Low,Gold,2983978245.74,99.48
Jack Curtis,18,540321,26,Moderate,Gold,9219229751292806.0,147.48
Katie Hall,55,745895,2,High,Equity,1665087.37,49.41
Nancy Ware,34,502857,17,Low,Stocks,12352743106.12,81.24
Misty Wheeler,24,758811,15,High,Stocks,4509903694425.72,182.88
Wayne Kelly,30,670340,9,Low,Stocks,26537738.78,50.49
David Houston,36,800812,25,High,Stocks,5.574138360715856e+17,197.65
Adam Hensley,21,531968,27,Moderate,Equity,1026135562916534.4,120.75
Dennis Taylor,65,261600,4,High,Stocks,976836.58,39.01
Mrs. Jennifer Peters,44,440476,11,Low,Stocks,509558093.11,89.88
Deanna Thomas,58,570551,9,Low,Equity,27893532.17,54.06
Jessica Martinez,44,309600,18,Low,Equity,18833080950.43,84.41
Denise Wilson,39,646021,6,Low,FD,14308027.04,67.58
James Morgan,40,249059,26,High,Gold,7.977725661898435e+17,202.68
Jonathan Walker,35,232620,26,Low,FD,6719742973847.1,93.62
Kristopher Floyd,54,964300,6,Low,Gold,26121826.65,73.3
Penny Gallagher,57,163856,25,High,Equity,3.7729044407072416e+17,212.24
Jay Johnston,32,169196,9,Moderate,Equity,20117769.04,70.05
Jacob Wilson,47,212093,6,High,Stocks,32116732.37,130.87
Christopher Diaz,28,728051,21,High,Stocks,456414553267301.6,162.37
Dan Hess,41,197360,23,High,Gold,4.3232624334681976e+16,211.22
Karen Lloyd,57,83067,20,Moderate,FD,1674731374888.7,131.86
Wendy Hoffman,59,859401,9,Moderate,FD,935340573.38,117.48
Heather Kemp,52,30969,5,High,Gold,116452.59,30.33
Michael Ortiz,34,487499,1,High,Stocks,838498.28,72.0
Anthony Gilbert PhD,33,205334,12,Moderate,Gold,2998516706.63,122.35
Sean Huynh,44,807481,10,High,FD,1252495850.91,108.48
Alison Lewis,53,45364,4,High,FD,91460.45,19.16
Allison Davis,39,879759,18,High,FD,1467026775257763.8,225.34
Christopher Fields,30,116640,24,Low,Equity,736482920134.56,92.02
Elizabeth Hunt,44,795210,27,Moderate,Equity,1407858155812600.8,120.05
Jacqueline Powers,46,278453,7,Low,Stocks,3123712.8,41.25
Scott Ashley,65,901982,21,Low,Gold,510105789858.71,87.9
Steven Solis,33,814341,10,Moderate,Gold,1884531925.44,116.99
James Gonzalez,64,132627,26,High,FD,5.896050370313809e+17,206.52
Mr. Alan Chandler,23,312072,30,High,FD,6.019610240476073e+17,156.75
Richard Mccullough,58,620406,13,Low,Stocks,6961798490.75,104.9
Linda Powers,48,515998,11,High,Stocks,256225679324.17,229.47
Kari Lawrence,30,476939,12,Moderate,Gold,14028102520.95,135.71
Amy Jones,22,559326,25,Low,Stocks,11456479195547.96,96.09
Kevin Taylor,29,618302,6,High,FD,98245997.94,132.73
Alec Odonnell,56,897975,19,High,Stocks,71698721481153.2,160.56
Kimberly Davis,21,712289,13,High,FD,133161484539.21,154.4
Michael Black,62,570137,8,Moderate,Equity,223570997.21,110.95
Bruce Glover,24,113159,10,Moderate,Stocks,29896727.92,74.66
Rita Foster,49,554778,9,High,FD,90771712.86,76.19
Rodney Frost,43,954590,19,High,Gold,5070992088880368.0,224.98
Brenda Barry,34,791545,27,High,Gold,1.373630732375492e+20,236.81
Michelle Young,18,973353,3,Moderate,Stocks,2321599.3,33.61
Warren Golden,60,483356,26,High,Equity,1.7848513713036567e+18,204.34
James Martinez,60,886036,21,Moderate,Stocks,46411071028420.4,133.12
Rebecca Thompson,49,794502,13,Moderate,Stocks,35605277205.95,127.93
Diana Moreno,26,319227,24,Low,Stocks,803427738541.07,84.8
Kelly Ryan,31,658055,11,High,Gold,33009979263.68,167.49
Michael Lowe,35,894555,29,Moderate,Gold,7.398834410790642e+16,137.94
Victoria Wilcox MD,25,795236,8,Low,FD,85973833.77,79.57
Sarah Johnson,51,952160,17,Moderate,Equity,1278040865837.21,129.33
Colleen Rodriguez,46,713113,7,Moderate,Gold,13288082.15,51.87
Luke Hernandez,40,325180,4,High,Stocks,2437815.84,65.47
Danielle Johnson,50,609459,22,High,Stocks,3.4197223239602476e+16,208.03
Thomas Rogers,25,115289,23,High,Gold,1.7166680247837028e+16,206.04
Cheryl Green,62,735612,9,Low,Stocks,43050250.59,57.17
Jason Robertson,28,317398,12,Low,Gold,432985188.21,82.49
Pamela Martin MD,62,69978,6,Low,FD,668624.44,45.67
Joseph Wallace,32,82984,13,High,Gold,220570246801.76,212.03
Alan Wilson,22,805357,21,Moderate,Gold,105218513319373.36,143.49
Corey Vazquez,42,276204,27,High,Stocks,4.019679603141057e+17,182.15
Michael Tucker,46,807676,23,High,Gold,1604821311072076.8,153.67
Robert Lam,59,102484,21,Low,Equity,204348392931.46,99.52
Amanda Flores,52,547779,26,High,Stocks,2.921708607872957e+16,158.57
Gregory Spencer,58,821142,24,Low,FD,3508235604494.0,88.92
Mike Lloyd,57,877999,27,Low,Stocks,270123470930448.28,106.24
Lauren Smith,56,929452,19,Low,Gold,143552674461.05,87.54
John Scott,22,262939,7,Low,FD,13585771.53,75.69
Michael Kaufman,65,167601,9,Low,FD,3682473.46,40.96
Michelle Dunn,53,317394,1,High,FD,406549.97,28.09
Karla Harmon,62,969258,12,Low,Equity,5620944655.32,105.88
Elizabeth Wilson,35,61964,27,High,Gold,1.9332495114613896e+18,216.07
Joshua Kim,33,897302,12,Moderate,FD,25636386004.73,135.14
Scott Thomas,65,370792,10,Low,Gold,11043602.06,40.41
Kathryn Davis MD,48,273933,29,Moderate,Stocks,3203949112810817.0,122.42
Alicia Vasquez,34,175754,12,Low,Equity,449985605.9,92.32
Barbara Newton,38,50156,18,Low,FD,14708517326.46,101.25
Leslie Kim,55,773530,20,High,Gold,1025503685743962.6,185.84
Brian Stone,22,673868,20,High,Gold,2132634074107122.8,198.55
Kristen Rosario,37,898669,13,Low,FD,12075494844.37,107.76
Debbie Jones,46,806918,9,Low,Gold,37555065.65,53.22
Misty Sanchez,62,17168,7,Low,Gold,186195.09,40.57
Peggy Davis,49,978720,13,Moderate,FD,84858976053.59,139.8
Joshua Smith,23,402962,21,High,Equity,354843980023788.7,166.65
Mary Goodman,39,989451,25,Low,Gold,73411901298693.05,106.45
Rebecca Cobb,29,503500,7,Moderate,Gold,83843504.49,107.66
Daniel Jennings,24,772860,14,Low,Stocks,3617660544.47,82.88
Daniel Smith,31,865756,10,Low,Equity,96809478.21,60.27
Cody Moore,64,317923,16,High,Stocks,2124627703262.21,167.03
Heather Myers,49,779808,16,High,Equity,8800727784408.31,175.92
Madison Jackson,62,275939,22,High,Gold,315528480541095.75,158.07
Eric Fuller,65,32708,10,Low,FD,5805871.84,67.85
Gail Hernandez,34,730663,15,High,Equity,5097827586435.27,185.92
Amanda Vazquez,41,757708,12,High,Equity,1095346795084.54,226.09
Ricardo Mcintyre,57,457120,4,Moderate,Gold,2102750.41,46.45
Dawn Velasquez,27,477870,9,Low,Stocks,32434821.96,59.78
Sean Williams,37,895630,30,High,Equity,5.503425387652099e+18,166.86
Ryan Roberts,54,811460,22,Low,Stocks,1094792138680.33,89.95
Brenda Mendoza,52,565454,23,Low,FD,2450912708075.29,94.34
Christina Martin,35,667327,4,Low,Stocks,899847.73,7.76
Christopher Reed,62,213266,8,Low,Equity,4544847.99,46.58
Tara Baker,57,331173,7,Moderate,Stocks,25921821.71,86.43
Allen Edwards,40,411429,6,Moderate,Equity,29697131.0,104.05
Steven Palmer,46,426978,3,High,FD,1830140.54,62.44
Colton Jones,33,493228,11,High,Gold,12875986073.15,152.07
